city,link,name,location,eventName
belo-horizonte-mg,https://www.sympla.com.br/wiad17---belo-horizonte__117060,IxDA - Belo Horizonte,sympla,WIAD'17 - Belo Horizonte
belo-horizonte-mg,https://www.sympla.com.br/na-farra-com-safadao---carnaval-2017__98265,Box Entretenimento e About Fun,sympla,NA FARRA com SAFADÃO - CARNAVAL 2017 
belo-horizonte-mg,https://www.sympla.com.br/noites-libertinas-da-alcova__117127,NECUP - Núcleo de Estudos de Cultura Popular,sympla,Noites Libertinas da Alcova
belo-horizonte-mg,https://www.sympla.com.br/baile-do-pimpao-com-joao-brasil-bloco-pushquepariu--convidados__115444,Festa PUSH!,sympla,BAILE DO PIMPÃO com João Brasil, Bloco PUSH!QUEPARIU & convidados
belo-horizonte-mg,https://www.sympla.com.br/night-market---sexta-0303__117253,Night Market ,sympla,Night Market - Sexta (03/03)
belo-horizonte-mg,https://www.sympla.com.br/bloco-me-bebe-que-sou-cervejeiro---carnaval-bh-2017__111786,Clube Bier Truck,sympla,Bloco Me Bebe que sou Cervejeiro - Carnaval BH 2017
belo-horizonte-mg,https://www.sympla.com.br/treinamento-judge---wod-experience__116830,TRILOGY SPORTS,sympla,Treinamento JUDGE - WOD EXPERIENCE
belo-horizonte-mg,https://www.sympla.com.br/i-simposio-internacional-subjetividade-e-cultura-digital--corpo-e-virtualidade__106857,PPGPsicologia PUC Minas/ PPGPsicologia UFMG,sympla,I Simpósio Internacional Subjetividade e Cultura Digital:  corpo e virtualidade
belo-horizonte-mg,https://www.sympla.com.br/a-vida-nao-tem-replay__112354,Produtora Allure,sympla,A Vida Não Tem Replay
belo-horizonte-mg,https://www.sympla.com.br/congresso-infovarejo__110764,InfoVarejo,sympla,Congresso InfoVarejo
belo-horizonte-mg,https://www.sympla.com.br/curso-intensivo-em-comunicacao-missional__117108,Associação Mineira Central,sympla,Curso Intensivo em Comunicação Missional
belo-horizonte-mg,https://www.sympla.com.br/governanca-risco-e-compliance---grc__107896,Edilson Cordeiro,sympla,Governança, Risco e Compliance - GRC
belo-horizonte-mg,https://www.sympla.com.br/seminario-engenharia-de-seguranca-do-trabalho__107449,Alice Luisa Sebastiani de Sousa,sympla,Seminario, Engenharia de Segurança do Trabalho
belo-horizonte-mg,https://www.sympla.com.br/extreme-day__109672,INEMP- Treinamento Extreme,sympla,Extreme Day
belo-horizonte-mg,https://www.sympla.com.br/extreme-day__109685,INEMP- Treinamento Extreme,sympla,Extreme Day  
belo-horizonte-mg,https://www.sympla.com.br/extreme-day__109688,INEMP- Treinamento Extreme,sympla,Extreme Day   
belo-horizonte-mg,https://www.sympla.com.br/self-coaching-com-pnl-em-belo-horizonte-outubro-2017__107481,INEMP,sympla,Self Coaching com PNL em Belo Horizonte (Outubro 2017)  
